English,Danish
I also expect the Commission to be pro-active in supporting us in our call for codecision in legislative procedures.,"Jeg forventer også, at Kommissionen støtter os offensivt i kravet om fælles beslutningstagning i forbindelse med lovgivningsprocedurer."
This will be a good test as to whether there is reasonable cooperation between the two institutions.,Det bliver en testsag for det fornuftige samarbejde mellem de to institutioner.
"With all due respect for the principle of competition, competition is not, however, an end in itself.",Trods enhver bekendelse til konkurrenceprincippet er konkurrence dog ikke noget mål i sig selv.
Competition is an instrument and does not always produce ideal solutions.,Konkurrence er et instrument og fører ikke altid til optimale løsninger.
"At the end of the day, one of the fundamental tenets of economic theory is that the market is failing in many respects and anyone who takes issue with this is nothing more than an ideologue.","Det hører nu engang til den økonomiske basisviden, at markedet svigter i mange henseender, og den, der bestrider det, er ideolog og ikke andet."
Competition should bring about balance in supply and demand and should provide for the optimum distribution of economic resources and facts.,"Konkurrencen skal udligne udbud og efterspørgsel, skal sikre en optimal fordeling af de økonomiske ressourcer og fakta."
But optimum efficiency does not necessarily come about of its own accord.,En optimal effektivitet skabes imidlertid ikke automatisk af sig selv.
"Framework conditions are indispensable when it comes to preventing abuses, monopolies law being one example.","Rammebetingelser er absolut nødvendige, hvis misbrug skal forhindres, f.eks. ved hjælp af kartelretten."
"But on the whole, this only serves to prevent abuses; framework conditions alone cannot achieve socially legitimate goals in isolation.","Men derved forhindrer man primært udelukkende misbrug, det duer ikke alene til at opnå samfundsmæssigt legitimerede mål."
"Competition yes, restrictions in state aid where necessary and where possible.","Konkurrence, ja, begrænsning af støtteforanstaltninger, hvor det er nødvendigt, og hvor det er muligt!"
"However, since state aid forms the lion' s share of the competition report 1998 I would still like, regardless of Mr Jonckheer' s report, to say one more thing about it.","Men fordi støtteforanstaltningerne optager den væsentligste del af konkurrenceberetningen for 1998, vil jeg, på trods af betænkningen af hr."
"It is certainly possible, indeed it must be feasible for state aid to be given to small and medium-sized enterprises involved in research and development for the purpose of educating them in regional and environmental policy.","Jonckheer, dog sige et par ord: Støtte til små og mellemstore virksomheder inden for forskning og udvikling, i forbindelse med uddannelse inden for regionalpolitik, inden for miljøpolitik, det er meget vel muligt og skal også kunne lade sig gøre."
"Indeed it must be permissible for state aid to be provided for such purposes, provided it does not lead to unacceptable distortion of competition.","Støtte skal være tilladt for netop sådanne mål, så længe det ikke fører til uacceptable konkurrenceforvridninger."
This is precisely the area where it is even more important than it is in monopolies and mergers law for decisions to be comprehensible.,"Netop her er det endnu vigtigere end i kartel- og fusionslovgivningen, at beslutningerne er gennemskuelige og forståelige."
It is not just that we should pillory state aid; rather our approach must be one of drawing distinctions and we must assess the different types of state aid in accordance with the extent to which they help to achieve the above-mentioned objectives.,"Støtte skal ikke bare i gabestokken, støtte skal betragtes differentieret, støtte skal også vurderes efter dens bidrag til at opnå de netop nævnte mål."
My last comment was intended not so much for the Commission as for the Members of the Group of the European People' s Party.,Den sidste bemærkning var ikke så meget henvendt til Kommissionen som til mine kolleger i PPE-gruppen.
"Mr President, Commissioner, ladies and gentlemen, the report which I have the opportunity to propose to you today is an opinion on the Commission' s Annual Report on the state aid in force within the European Union and for which the Community is authorised under Articles 87, 88 and 89 of the Treaties.","Hr. formand, hr. kommissær, kære kolleger, den betænkning, jeg har lejlighed til at fremlægge i dag, er en udtalelse om Kommissionens årlige beretning om gældende statsstøtte i EU, i forhold til hvilken Fællesskabet har kompetence i kraft af traktatens artikel 87, 88 og 89."
"The Commission report is essentially a descriptive report detailing the development of state aid in the manufacturing sector and certain other sectors, according to various typologies, such as the method of financing and the objectives pursued.",Kommissionens beretning er hovedsagelig af beskrivende karakter og beskriver statsstøttens udvikling i fremstillingssektoren samt i andre sektorer i henhold til forskellige typer såsom finansieringsformer og efterstræbte mål.
"Let me refer you to the explanatory statement for the quantitative aspects of the report and simply mention at this point that the annual level of state aid, on average, for the period under review, is in the order of EUR 95 billion, corresponding to a reduction in the order of 13 % in relation to the period 1993-1995, a reduction which is essentially due to a reduction in aid in the Federal Republic of Germany.","Hvad angår den kvantitative del af betænkningen, tillader jeg mig at henvise til begrundelsen, og jeg vil her nøjes med at nævne, at det gennemsnitlige årlige beløb gennem den pågældende periode ligger i størrelsesordenen 95 milliarder euro, hvilket udgør en reduktion på 13% i forhold til perioden 1993-1995. Dette skyldes i overvejende grad en reduktion af støtten i Tyskland."
"To put it plainly, the level of state aid declared, roughly speaking, is generally stable during the period under discussion and comes to approximately 1.2% of Community GDP or more or less the equivalent, coincidentally, of the Community budget for one year.","Det fremgår klart, at niveauet for opgivet statsstøtte i store træk er stabilt i den omfattede periode, og det ligger på omkring 1,2% af EU's BNP, eller, og dette er tilfældigt, stort set det samme beløb som Fællesskabets årlige budget."
"This being the case, there are considerable disparities between states, which may be measured in various ways, such as, for example, as a percentage of added value and per wage earner.","Dernæst skal det nævnes, at forskellene mellem medlemsstaterne er betydelige og kan måles på forskellige måder, især som en procentdel af værditilvæksten pr. lønmodtager."
"I think it is also interesting to add state aid and Community aid, which may be assimilated in some way into state aid.","Jeg mener endvidere, at det er interessant at tilføje den statsstøtte og det fællesskabsindgreb, der på en vis måde kan være optaget i statsstøtten."
