Danish,English
Vi har samlet billedserier fra madeventyret her:,We have collected images from the food adventure here:
"Vi har samlet en lille del af billederne, der til sammen giver et godt indtryk af de mange timer samarbejde om at sikre vikingeskibene.","We have compiled a small portion of the images, giving a good impression of the many hours of collaboration to ensure the the Viking ships."
"Vi har samlet en lille del af de mange billeder, der til sammen givet et godt indtryk af de mange timer samarbejde om at sikre vikingeskibene.","We have compiled a small portion of the images, giving a good impression of the many hours of collaboration to ensure the the Viking ships."
"Nu, hvor alt er samlet under samme tag, har vi valgt at samle de to grupper af abonnenter.",We have decided to combine the two groups of subscribers now that everything has been gathered under one site.
"Enten har vi valgt emnerne i skoven, i kronerne på egetræerne, eller også har vi udvalgt dem på savværker og fået dem skåret op i bestemte dimentioner.","We have either selected them from the forest and taken them from the crowns of oak trees, or they have been chosen at sawmills, where they were cut to the correct dimensions."
Vi har samlet et udvalg af de mange artikler her.,We have gathered a selection of the many articles here.
"Vi har ikke haft problemer med skibet overhovedet”, siger Preben Rather Sørensen.","We have had no problems with the ship at all”, says Preben Rather Sørensen."
Alligevel er vi blevet blæst omkuld af den gigantiske interesse for Havhingstens togt til Irland.,We have however been blown away by the huge interest in the voyage of the Sea Stallion to Ireland.
"Vi har inviteret producenter, der arbejder for at fremme det gode måltid.",We have invited producers who are focused on improving a good meal.
"Vi har hele tiden vidst, at vi havde en god historie at fortælle.",We have known all along that we have a good tale to tell.
"Vi har løftet sammen og alle har mærket, at man var en del af en helhed”, siger Claus Laage-Thomsen.","We have lifted in unison and everyone has felt that we’ve been part of a whole,” says Claus Laage-Thomsen."
Projektet kalder vi Fuldblod på havet.,We have named the project ”Stallion of the Sea”.
"Når I kommer til Slesvisg, så råb SAMMEN til folket den gode slesvig-sønderjyske hilsen : ""MOJN"" .","We have no evidence for the use of saws in Viking Age and Early Medieval boatbuilding, so the axe is the primary tool used for shaping the timbers."
Der er fundet forskellige løsfund af ror fra vikingetiden.,We have not yet decided exactly which type of rudder we will copy for the new Gislinge boat.
Vi har endnu ikke besluttet os for hvilket ror vi skal kopiere til denne nye Gislingebåd.,We have not yet decided exactly which type of rudder we will copy for the new Gislinge boat.
Vi har samlet et lille udvalg af billeder fra sejladsen til Norge.,We have placed a selection of photos from the sail to Norway.
Vi har indkøbt et stort egetræ til bygningen af denne lille båd.,We have purchased a large oak tree for the construction of this small boat.
"Andre variabler har vi målt: Vindretningen, vindstyrken og sejlarealet.","We have recorded the other variables: Wind direction, wind force and sail area."
Muligheden for den længste enkelte sejlads i Havhingstens historie er til stede i de kommende døgn.,We have the opportunity for the longest single voyage in the Sea Stallion's existence in the next few days.
"Derfor har vi sikret alle oplysninger ved en fuldstændig udgravning, gennemført af marinarkæologer, og nu skal vi så til selve bjærgningen af de mange stykker skibstømmer”.","We have therefore ensured the recovery of as much information as possible by undertaking a full excavation, carried out by maritime archaeologists, and now we’ve reached the point where we can begin raising the many pieces of the ship”."
Vi har trænet i to et halvt år til dette og har hele tiden været forfulgt at alt for godt vejr.,We have trained for two years and have always had brilliant weather.
"På hele denne tur har vi forsøgt at arbejde med tidevandet, forlade havne så strømmen passede og komme i havn med tidevand og strøm.",We have tried to work with the tides on the whole voyage: leaving harbours with the tide and arriving in harbours with the tide.
"De 7000 skiver, vi havde fået leveret fra Kohberg, har vi ikke helt kunnet spise os igennem, men holdbarhedstiden (som var 30 dage) er udløbet, og skønt vi må sige, at brødet har holdt sig utrolig godt og været frisk længe, er det nu slut.","We haven't been able to eat all 7000 slices we ordered from Kohberg, and now the life of the bread (which was 30 days) has expired."
"Sønnerne hører vi ikke mere om, men datteren Gytha blev gift med Vladimir Monomach, storfyrste af Kiev.","We hear nothing more of the sons, but the daughter, Gytha, married Vladimir Monomach, Grand Duke of Kiev."
"Vi håber, at der kommer tusindvis af glade mennesker for at hilse på og sige farvel.",We hope that thousands of happy people will come to say hello and say farewell.
Så er der lagt lidt billeder på - og skalnok forsøge at fålagt lidt flere på fremtidige blogs,"We hope you'll enjoy following the rest of the project, we'll do our best to keep sharing as much as we can."
"Vi håber på, med tiden, at få den samme erfaring, så vi kan bygge jollerne uden skabeloner - det kræver at vi bygger mange både..","We hope, with time, to build up the same level of skill so that we too can build by eye."
"Vi ved jo, at de er derude!""",We know it's out there somewhere!
"Vi ved jo, at de er derude!""",We know it’s out there somewhere!
"Vi kender forskellige tiders skibstyper fra helleristninger, billedsten, mønter, kirkevæge og lofter, og meget andet.","We know of different types of ships from different eras through petroglyphs, picture stones, coins, church walls and ceilings, and much more."
"At vikingerne kendte til hjulblokke, ved vi fra et arkæologisk fund fra Hedeby.",We know the Vikings knew about pulleys from an archaeological find at Hedeby.
"Skakbrikkerne kan dateres på baggrund af den kunstneriske stil, der er brugt især på kongerne, dronningerne og nogle af løberne (biskopperne).","We know very little about why the Lewis Chessmen were concealed in the sand dunes, and how they were actually discovered."
"For eksempel ved vi, at Harald Hårderåde under et overfald på byen i 1050 nedbrændte kirken.","We know, for example, that Harold Hardrada burnt down the church during an attack on the town in AD 1050."
"Vi fik større bevidsthed om, at værktøj kan være udformet, slebet og brugt på forskellige måder.","We learned more about how tools can be shaped, ground and used in different ways."
Afgang kl. 11.00,We leave at 11.00
Efter en god lammegryde på fregattens banjedækket sejlede vi fra Ebeltoft tirsdag aften.,We left Ebeltoft Tuesday night after a good lamb stew on the canon deck of the Frigate Jylland.
Vi forlod Isle of Man i morges klokken 09:00.,We left Isle of Man this morning at 09:00 a.m.
"vi lod de blodige kroppe blive livløse"".","we let the bloody bodies lie lifeless""."
På Havhingsten lever vi i en boble - en osteklokke uden interesse forverden omkring os.,We live in a bubble on the Sea Stallion – a goldfish bowl cut off from the world around us.
Vi glæder os til at møde dig.,We look forward to meeting you
Blot en nysgerrighed og interesse.,We look forward to seeing you.
"Vi monterede en fisk langskibs (en tyk, bred planke i niveau med dørken i centerlinien) i næsten hele skibets længde.",We mounted a fish (a thick broad plank level with the flooring on the centre line) along almost the whole length of the ship.
"Man må gå ud fra, at de ikke lige som os, har sejlet alene med ét skib, men derimod med en hel flåde af skibe, bestående af både langskibe og forsyningsskibe.","We must assume that, unlike us, they will not have sailed with just one ship but, on the contrary, with a whole fleet of ships consisting of both longships and supply ships."
Vi må afsted igen og gennemføre nye forsøg…,We must away again and carry out new experiments…
Vi må aldrig presse for hårdt på og gå på kompromis.,We must never push our luck and compromise safety.
"Vi skal sejle på havet og sejle med vinden som drivkraft, være afhængig af vejrets luner og døgnets vekslen.","We must sail on the sea with the wind driving us, and we will be dependent on the whims of the weather and the cycle of the days."
"Ingen skal være i tvivl om, at vi har brug for al den støtte, vi kan få,” siger Vikingeskibsmuseets direktør, Tinna Damgård-Sørensen.","We need all the success we can get - no doubt about that,” Tinna Damgaard-Soerensen, the Viking Ship Museum director says."
"Vi kan bemærke, at Snorres opremsning af byggeriets deltagere er hierakisk - Først nævnes kongen som bygmester, så Torberg som stævnsmed, så skibsbyggerne (dem der samler skibet), så dem der hugger tømmeret til, så dem der smeder naglerne, og tilsidst dem, som blot kører tømmeret.","We note that Snorri's listing of those taking part in the building is hierarchic - First the kings is named as responsible for building the ship, then Thorberg as the stem-smith, then the shipbuilders (those who construct the ship), then those who shape the timber, those who forge the nails and finally those who merely carry the timber."
"Vi iagttager teknisk excellence, social interaktion og den effektive erobring af havet som et landskab, der ellers er lukket for mennesker grundet deres biologi.","We observe technical excellence, social interaction and the efficient conquest of the sea as a landscape otherwise closed to humans because of their biology."
Der ydes 25 % rabat til andre museer.,We offer a 25% discount for museums.
"Denne båd bygger vi ofte for andre museer, når vi arbejder på udstillinger i udlandet.",We often build this boat for other museums when we work on exhibitions abroad.
